Transaction_ID,Customer_ID,Date,Time,Month,Quarter,Year,Week_Number,Day,Day_of_Week,Weekend,Category,Sub_Category,Description,Merchant,Merchant_Category,Transaction_Type,Amount,Currency,Payment_Mode,Account_Type,City,State,Country,Latitude,Longitude,Budget_Category,Income_Source,Expense_Tag,Recurring,Salary_Week,Holiday,Notes
TXN-109565,CUST-1005,2023-12-07,16:51:04,12,4,2023,49,7,Thursday,No,Food,Zomato Order,Purchase at Dominos Pizza - Zomato Order,Dominos Pizza,Food,Expense,252.58,INR,Debit Card,Current Account,Ahmedabad,GJ,India,22.997424,72.538524,Food & Dining,None,Discretionary,No,No,No,Routine purchase
TXN-109566,CUST-1002,2024-09-03,08:51:26,9,3,2024,36,3,Tuesday,No,Shopping,Amazon India Shopping,Purchase at Amazon India Shopping - Amazon India Shopping,Amazon India Shopping,Shopping,Expense,2982.26,INR,Debit Card,Savings Account,Bangalore,KA,India,12.963092,77.583092,Shopping,None,Discretionary,No,No,Yes,Ganesh Chaturthi festival spend
TXN-109567,CUST-1004,2024-04-13,14:44:44,4,2,2024,15,13,Saturday,Yes,Gold,Gold Jewelry Purchase,Purchase at Tanishq Jewelers Purchase - Gold Jewelry Purchase,Tanishq Jewelers Purchase,Gold,Expense,14524.35,INR,Net Banking,Savings Account,Delhi,DL,India,28.722841,77.108591,Investments & Savings,None,Savings,No,No,No,Leisure POS swipe
TXN-109568,CUST-1003,2024-04-25,19:00:48,4,2,2024,17,25,Thursday,No,Groceries,BigBasket Delivery,Purchase at BigBasket Online - BigBasket Delivery,BigBasket Online,Groceries,Expense,3633.21,INR,Credit Card,Credit Card,Mumbai,MH,India,19.138944,72.882434,Groceries,None,Essential,No,No,No,Routine purchase
TXN-109569,CUST-1001,2024-04-05,11:30:00,4,2,2024,14,5,Friday,No,Broadband,Airtel Fiber Broadband,Broadband Subscription Payment - CUST-1001,ACT Fibernet Subscription,Utilities,Expense,231.0,INR,UPI,Savings Account,Pune,MH,India,18.505717,73.888025,Utilities,None,Essential,Yes,No,Yes,Monthly internet bill
TXN-109570,CUST-1002,2024-06-29,09:41:35,6,2,2024,26,29,Saturday,Yes,Vegetables,Local Market Vegetables,Purchase at Local Mandi Vendor - Local Market Vegetables,Local Mandi Vendor,Vegetables,Expense,222.17,INR,UPI,Savings Account,Bangalore,KA,India,12.96595,77.56034,Groceries,None,Essential,No,Yes,No,Leisure POS swipe
TXN-109571,CUST-1004,2025-01-22,15:07:49,1,1,2025,4,22,Wednesday,No,Freelancing,Data Analysis Consulting,Freelance project work - Data Analysis Consulting,Direct Consulting Project,Freelancing,Income,84193.71,INR,UPI,Savings Account,Delhi,DL,India,28.66419,77.125181,Income,Freelance,None,No,No,No,Freelance invoice payment
TXN-109572,CUST-1002,2025-02-10,21:49:05,2,1,2025,7,10,Monday,No,Milk,Daily Milk Delivery,Purchase at Mother Dairy Cabin - Daily Milk Delivery,Mother Dairy Cabin,Milk,Expense,230.59,INR,Cash,Current Account,Bangalore,KA,India,12.952127,77.567844,Groceries,None,Essential,No,No,No,Routine purchase
TXN-109573,CUST-1005,2023-09-25,17:15:08,9,3,2023,39,25,Monday,No,Dining,Swiggy Delivery,Purchase at Restaurant Dinner Bill - Swiggy Delivery,Restaurant Dinner Bill,Dining,Expense,541.4,INR,UPI,Savings Account,Ahmedabad,GJ,India,23.063668,72.575661,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-109574,CUST-1005,2025-10-18,08:43:40,10,4,2025,42,18,Saturday,Yes,Milk,Milk Packets,Purchase at Mother Dairy Cabin - Milk Packets,Mother Dairy Cabin,Milk,Expense,27.11,INR,UPI,Savings Account,Ahmedabad,GJ,India,22.987914,72.559639,Groceries,None,Essential,No,No,No,Leisure POS swipe
TXN-109575,CUST-1004,2024-05-05,16:14:26,5,2,2024,18,5,Sunday,Yes,Food,Swiggy Order,Purchase at Swiggy Order - Swiggy Order,Swiggy Order,Food,Expense,3341.89,INR,Cash,Current Account,Delhi,DL,India,28.690809,77.077998,Food & Dining,None,Discretionary,No,No,No,Leisure POS swipe
TXN-109576,CUST-1005,2025-09-07,09:47:58,9,3,2025,36,7,Sunday,Yes,Milk,Daily Milk Delivery,Purchase at Country Delight Delivery - Daily Milk Delivery,Country Delight Delivery,Milk,Expense,46.39,INR,UPI,Current Account,Ahmedabad,GJ,India,23.069311,72.597714,Groceries,None,Essential,No,No,Yes,Ganesh Chaturthi festival spend
TXN-109577,CUST-1004,2024-05-26,09:20:52,5,2,2024,21,26,Sunday,Yes,Investments,Gold Bond Investment,Purchase at Groww Direct Mutual Fund - Gold Bond Investment,Groww Direct Mutual Fund,Investments,Expense,72377.69,INR,Net Banking,Current Account,Delhi,DL,India,28.750991,77.09877,Investments & Savings,None,Savings,No,Yes,No,Leisure POS swipe
TXN-109578,CUST-1003,2023-04-02,20:59:06,4,2,2023,13,2,Sunday,Yes,Shopping,Amazon India Shopping,Purchase at Amazon India Shopping - Amazon India Shopping,Amazon India Shopping,Shopping,Expense,17343.94,INR,Debit Card,Savings Account,Mumbai,MH,India,19.071628,72.905116,Shopping,None,Discretionary,No,Yes,Yes,Ugadi festival spend
TXN-109579,CUST-1005,2025-02-28,17:24:57,2,1,2025,9,28,Friday,No,Vegetables,Local Market Vegetables,Purchase at Blinkit Vegetables - Local Market Vegetables,Blinkit Vegetables,Vegetables,Expense,40.95,INR,UPI,Current Account,Ahmedabad,GJ,India,23.040833,72.537414,Groceries,None,Essential,No,Yes,No,Routine purchase
TXN-109580,CUST-1003,2023-06-05,11:30:00,6,2,2023,23,5,Monday,No,Broadband,Airtel Fiber Broadband,Broadband Subscription Payment - CUST-1003,JioFiber Broadband,Utilities,Expense,3885.0,INR,UPI,Savings Account,Mumbai,MH,India,19.065116,72.932639,Utilities,None,Essential,Yes,No,No,Monthly internet bill
TXN-109581,CUST-1001,2025-05-06,14:49:22,5,2,2025,19,6,Tuesday,No,Food,Zomato Order,Purchase at Dominos Pizza - Zomato Order,Dominos Pizza,Food,Expense,209.91,INR,Cash,Savings Account,Pune,MH,India,18.522238,73.805747,Food & Dining,None,Discretionary,No,No,No,Routine purchase
TXN-109582,CUST-1004,2023-12-02,15:19:04,12,4,2023,48,2,Saturday,Yes,Shopping,Myntra Clothing,Purchase at Amazon India Shopping - Myntra Clothing,Amazon India Shopping,Shopping,Expense,27609.05,INR,Credit Card,Credit Card,Delhi,DL,India,28.716613,77.125451,Shopping,None,Discretionary,No,Yes,No,Leisure POS swipe
TXN-109583,CUST-1001,2023-01-06,07:50:01,1,1,2023,1,6,Friday,No,Milk,Milk Packets,Purchase at Mother Dairy Cabin - Milk Packets,Mother Dairy Cabin,Milk,Expense,64.27,INR,Cash,Current Account,Pune,MH,India,18.581108,73.856904,Groceries,None,Essential,No,No,No,Routine purchase
TXN-109584,CUST-1005,2024-04-26,15:06:10,4,2,2024,17,26,Friday,No,Fuel,HP Petrol Pump,Purchase at Indian Oil Petrol Pump - HP Petrol Pump,Indian Oil Petrol Pump,Fuel,Expense,524.22,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,23.043773,72.576267,Transportation,None,Essential,No,Yes,No,Routine purchase
TXN-109585,CUST-1005,2025-09-20,21:40:53,9,3,2025,38,20,Saturday,Yes,Shopping,Myntra Clothing,Purchase at Amazon India Shopping - Myntra Clothing,Amazon India Shopping,Shopping,Expense,517.96,INR,Debit Card,Savings Account,Ahmedabad,GJ,India,22.999835,72.5697,Shopping,None,Discretionary,No,No,No,Leisure POS swipe
TXN-109586,CUST-1005,2025-02-17,12:00:02,2,1,2025,8,17,Monday,No,Vegetables,Local Market Vegetables,Purchase at Reliance Smart Market - Local Market Vegetables,Reliance Smart Market,Vegetables,Expense,50.41,INR,UPI,Savings Account,Ahmedabad,GJ,India,23.001468,72.586007,Groceries,None,Essential,No,No,No,Routine purchase
TXN-109587,CUST-1003,2024-10-26,07:54:50,10,4,2024,43,26,Saturday,Yes,Shopping,Amazon India Shopping,Purchase at Flipkart Online Sale - Amazon India Shopping,Flipkart Online Sale,Shopping,Expense,11380.98,INR,UPI,Savings Account,Mumbai,MH,India,19.103991,72.884831,Shopping,None,Discretionary,No,Yes,Yes,Diwali festival spend
TXN-109588,CUST-1004,2023-03-06,18:45:47,3,1,2023,10,6,Monday,No,Fuel,Petrol (Indian Oil),Purchase at Bharat Petroleum Outlet - Petrol (Indian Oil),Bharat Petroleum Outlet,Fuel,Expense,9748.89,INR,Debit Card,Savings Account,Delhi,DL,India,28.731257,77.09702,Transportation,None,Essential,No,No,No,Routine purchase
TXN-109589,CUST-1003,2024-07-10,11:27:43,7,3,2024,28,10,Wednesday,No,Entertainment,BookMyShow Tickets,Purchase at BookMyShow Cinema Tickets - BookMyShow Tickets,BookMyShow Cinema Tickets,Entertainment,Expense,1618.99,INR,Credit Card,Credit Card,Mumbai,MH,India,19.006982,72.908956,Entertainment,None,Discretionary,No,No,No,Routine purchase
TXN-109590,CUST-1004,2025-07-06,15:20:03,7,3,2025,27,6,Sunday,Yes,Entertainment,Netflix India Subscription,Purchase at Amazon Prime Video Subscription - Netflix India Subscription,Amazon Prime Video Subscription,Entertainment,Expense,1782.85,INR,Credit Card,Credit Card,Delhi,DL,India,28.685204,77.122051,Entertainment,None,Discretionary,No,No,No,Leisure POS swipe
TXN-109591,CUST-1003,2024-06-02,09:38:52,6,2,2024,22,2,Sunday,Yes,Shopping,Flipkart Shopping,Purchase at Amazon India Shopping - Flipkart Shopping,Amazon India Shopping,Shopping,Expense,7232.88,INR,Credit Card,Credit Card,Mumbai,MH,India,19.067936,72.946314,Shopping,None,Discretionary,No,Yes,No,Leisure POS swipe
TXN-109592,CUST-1002,2025-11-07,19:42:53,11,4,2025,45,7,Friday,No,Shopping,Ajio Fashion,Purchase at Amazon India Shopping - Ajio Fashion,Amazon India Shopping,Shopping,Expense,5794.82,INR,UPI,Savings Account,Bangalore,KA,India,13.023579,77.593452,Shopping,None,Discretionary,No,No,Yes,Diwali festival spend
TXN-109593,CUST-1001,2023-05-10,16:04:39,5,2,2023,19,10,Wednesday,No,Food,Restaurant Dining,Purchase at McDonalds India - Restaurant Dining,McDonalds India,Food,Expense,53.79,INR,Debit Card,Savings Account,Pune,MH,India,18.521767,73.875402,Food & Dining,None,Discretionary,No,No,No,Routine purchase
TXN-109594,CUST-1003,2024-08-10,09:05:49,8,3,2024,32,10,Saturday,Yes,Investments,Groww Investment Mutual Fund,Purchase at Groww Direct Mutual Fund - Groww Investment Mutual Fund,Groww Direct Mutual Fund,Investments,Expense,33117.92,INR,UPI,Savings Account,Mumbai,MH,India,19.059874,72.933608,Investments & Savings,None,Savings,No,No,No,Leisure POS swipe
TXN-109595,CUST-1001,2025-07-17,07:30:50,7,3,2025,29,17,Thursday,No,Shopping,Flipkart Shopping,Purchase at Amazon India Shopping - Flipkart Shopping,Amazon India Shopping,Shopping,Expense,961.48,INR,Credit Card,Credit Card,Pune,MH,India,18.481689,73.892816,Shopping,None,Discretionary,No,No,No,Routine purchase
TXN-109596,CUST-1005,2025-04-26,22:11:28,4,2,2025,17,26,Saturday,Yes,Dining,Swiggy Delivery,Purchase at Swiggy Delivery - Swiggy Delivery,Swiggy Delivery,Dining,Expense,376.02,INR,Cash,Current Account,Ahmedabad,GJ,India,23.023436,72.634921,Miscellaneous,None,Discretionary,No,Yes,No,Leisure POS swipe
TXN-109597,CUST-1004,2024-06-07,17:57:29,6,2,2024,23,7,Friday,No,Shopping,Ajio Fashion,Purchase at Ajio Fashion Cart - Ajio Fashion,Ajio Fashion Cart,Shopping,Expense,27636.07,INR,UPI,Current Account,Delhi,DL,India,28.678022,77.098499,Shopping,None,Discretionary,No,No,No,Routine purchase
TXN-109598,CUST-1005,2023-03-10,09:42:38,3,1,2023,10,10,Friday,No,Travel,Indigo Flight Booking,Purchase at Uber India Cab - Indigo Flight Booking,Uber India Cab,Travel,Expense,929.8,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,23.036496,72.611787,Travel,None,Discretionary,No,No,No,Routine purchase
TXN-109599,CUST-1001,2025-02-21,14:41:46,2,1,2025,8,21,Friday,No,Freelancing,UI Design Project,Freelance project work - UI Design Project,Upwork Client,Freelancing,Income,6050.05,INR,UPI,Savings Account,Pune,MH,India,18.467082,73.87098,Income,Freelance,None,No,No,No,Freelance invoice payment
TXN-109600,CUST-1004,2024-12-07,20:59:01,12,4,2024,49,7,Saturday,Yes,Shopping,Amazon India Shopping,Purchase at Amazon India Shopping - Amazon India Shopping,Amazon India Shopping,Shopping,Expense,22077.37,INR,UPI,Savings Account,Delhi,DL,India,28.694231,77.086063,Shopping,None,Discretionary,No,No,No,Leisure POS swipe
TXN-109601,CUST-1004,2025-03-17,10:48:45,3,1,2025,12,17,Monday,No,Shopping,Myntra Clothing,Purchase at Myntra Apparel Purchase - Myntra Clothing,Myntra Apparel Purchase,Shopping,Expense,23992.27,INR,Credit Card,Credit Card,Delhi,DL,India,28.742433,77.051198,Shopping,None,Discretionary,No,No,No,Routine purchase
TXN-109602,CUST-1001,2023-09-25,22:37:18,9,3,2023,39,25,Monday,No,Miscellaneous,Charitable Donations,Purchase at Bank Maintenance Charge - Charitable Donations,Bank Maintenance Charge,Miscellaneous,Expense,96.59,INR,Credit Card,Credit Card,Pune,MH,India,18.500213,73.876585,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-109603,CUST-1002,2024-05-22,07:29:41,5,2,2024,21,22,Wednesday,No,Vegetables,Online Vegetable Order,Purchase at Blinkit Vegetables - Online Vegetable Order,Blinkit Vegetables,Vegetables,Expense,292.89,INR,Cash,Savings Account,Bangalore,KA,India,13.002946,77.612293,Groceries,None,Essential,No,No,No,Routine purchase
TXN-109604,CUST-1004,2023-08-12,14:35:42,8,3,2023,32,12,Saturday,Yes,Investments,Gold Bond Investment,Purchase at SBI Gold Bond Scheme - Gold Bond Investment,SBI Gold Bond Scheme,Investments,Expense,56471.37,INR,UPI,Savings Account,Delhi,DL,India,28.743982,77.147594,Investments & Savings,None,Savings,No,No,No,Leisure POS swipe
TXN-109605,CUST-1004,2025-11-01,17:10:26,11,4,2025,44,1,Saturday,Yes,UPI Payments,Paytm UPI Transfer,Purchase at Google Pay P2P Transfer - Paytm UPI Transfer,Google Pay P2P Transfer,UPI Payments,Expense,4531.97,INR,Debit Card,Current Account,Delhi,DL,India,28.665166,77.145257,Miscellaneous,None,Discretionary,No,Yes,Yes,Diwali festival spend
TXN-109606,CUST-1005,2025-02-22,13:01:27,2,1,2025,8,22,Saturday,Yes,Broadband,Airtel Fiber Broadband,Purchase at JioFiber Broadband - Airtel Fiber Broadband,JioFiber Broadband,Broadband,Expense,256.62,INR,Cash,Current Account,Ahmedabad,GJ,India,22.988054,72.626563,Utilities,None,Discretionary,No,No,No,Leisure POS swipe
TXN-109607,CUST-1002,2024-09-05,11:00:00,9,3,2024,36,5,Thursday,No,Electricity,Monthly Electricity Bill,Electricity Bill Payment - CUST-1002,MSEDCL Bill,Utilities,Expense,3683.0,INR,UPI,Savings Account,Bangalore,KA,India,12.941441,77.583373,Utilities,None,Essential,Yes,No,Yes,Monthly power bill
TXN-109608,CUST-1002,2025-03-09,07:55:20,3,1,2025,10,9,Sunday,Yes,Groceries,Zepto,Purchase at Zepto Grocery - Zepto,Zepto Grocery,Groceries,Expense,275.61,INR,UPI,Savings Account,Bangalore,KA,India,13.002631,77.551272,Groceries,None,Essential,No,No,No,Leisure POS swipe
TXN-109609,CUST-1005,2025-11-01,15:55:35,11,4,2025,44,1,Saturday,Yes,Shopping,Amazon India Shopping,Purchase at Amazon India Shopping - Amazon India Shopping,Amazon India Shopping,Shopping,Expense,4227.39,INR,Debit Card,Savings Account,Ahmedabad,GJ,India,23.010425,72.584753,Shopping,None,Discretionary,No,Yes,Yes,Diwali festival spend
TXN-109610,CUST-1001,2023-07-11,07:18:59,7,3,2023,28,11,Tuesday,No,Shopping,Amazon India Shopping,Purchase at Myntra Apparel Purchase - Amazon India Shopping,Myntra Apparel Purchase,Shopping,Expense,441.26,INR,Debit Card,Savings Account,Pune,MH,India,18.490447,73.905398,Shopping,None,Discretionary,No,No,No,Routine purchase
TXN-109611,CUST-1003,2025-10-04,14:24:38,10,4,2025,40,4,Saturday,Yes,Shopping,Amazon India Shopping,Purchase at Amazon India Shopping - Amazon India Shopping,Amazon India Shopping,Shopping,Expense,10927.31,INR,UPI,Savings Account,Mumbai,MH,India,19.108802,72.81619,Shopping,None,Discretionary,No,No,No,Leisure POS swipe
TXN-109612,CUST-1005,2025-04-29,22:47:20,4,2,2025,18,29,Tuesday,No,Vegetables,Online Vegetable Order,,Reliance Smart Market,Vegetables,Expense,40.83,INR,Cash,Current Account,Ahmedabad,GJ,India,23.052687,72.595967,Groceries,None,Essential,No,Yes,No,Routine purchase
TXN-109613,CUST-1005,2025-08-19,18:27:09,8,3,2025,34,19,Tuesday,No,Vegetables,Online Vegetable Order,Purchase at Reliance Smart Market - Online Vegetable Order,Reliance Smart Market,Vegetables,Expense,15.66,INR,Cash,Current Account,Ahmedabad,GJ,India,23.009045,72.598349,Groceries,None,Essential,No,No,No,Routine purchase
TXN-109614,CUST-1001,2025-03-31,12:10:22,3,1,2025,14,31,Monday,No,UPI Payments,Google Pay UPI Transfer,Purchase at Paytm UPI Pay - Google Pay UPI Transfer,Paytm UPI Pay,UPI Payments,Expense,14.0,INR,Cash,Current Account,Pune,MH,India,18.490494,73.838533,Miscellaneous,None,Discretionary,No,Yes,Yes,Ugadi festival spend
TXN-109615,CUST-1004,2023-10-01,00:05:00,10,4,2023,39,1,Sunday,Yes,Rent,Apartment Rent,Rent Payment for Apartment - CUST-1004,Local Landlord Deposit,Real Estate,Expense,120000.0,INR,Net Banking,Savings Account,Delhi,DL,India,28.714489,77.066327,Housing,None,Fixed,Yes,Yes,No,Auto-debit monthly house rent
TXN-109616,CUST-1003,2025-04-27,19:51:15,4,2,2025,17,27,Sunday,Yes,Dining,Restaurant Dinner Bill,Purchase at Zomato Order - Restaurant Dinner Bill,Zomato Order,Dining,Expense,1985.02,INR,Credit Card,Credit Card,Mumbai,MH,India,19.081399,72.901238,Miscellaneous,None,Discretionary,No,Yes,No,Leisure POS swipe
TXN-109617,CUST-1005,2024-07-12,08:09:53,7,3,2024,28,12,Friday,No,Travel,IRCTC Train Booking,Purchase at IRCTC Ticket Booking - IRCTC Train Booking,IRCTC Ticket Booking,Travel,Expense,4424.41,INR,Net Banking,Savings Account,Ahmedabad,GJ,India,23.072661,72.586317,Travel,None,Discretionary,No,No,No,Routine purchase
TXN-109618,CUST-1001,2025-07-08,13:04:45,7,3,2025,28,8,Tuesday,No,Groceries,DMart Groceries,Purchase at Zepto Grocery - DMart Groceries,Zepto Grocery,Groceries,Expense,387.79,INR,Credit Card,Credit Card,Pune,MH,India,18.498416,73.876484,Groceries,None,Essential,No,No,No,Routine purchase
TXN-109619,CUST-1004,2023-09-28,18:04:46,9,3,2023,39,28,Thursday,No,Groceries,Zepto,Purchase at BigBasket Online - Zepto,BigBasket Online,Groceries,Expense,11107.53,INR,UPI,Savings Account,Delhi,DL,India,28.719006,77.10916,Groceries,None,Essential,No,Yes,No,Routine purchase
TXN-109620,CUST-1002,2024-05-19,08:00:40,5,2,2024,20,19,Sunday,Yes,Entertainment,Netflix India Subscription,Purchase at Netflix India Plan - Netflix India Subscription,Netflix India Plan,Entertainment,Expense,1323.91,INR,Credit Card,Credit Card,Bangalore,KA,India,12.958948,77.640947,Entertainment,None,Discretionary,No,No,No,Leisure POS swipe
TXN-109621,CUST-1005,2025-12-07,12:52:27,12,4,2025,49,7,Sunday,Yes,Dining,Restaurant Dinner Bill,Purchase at Zomato Order - Restaurant Dinner Bill,Zomato Order,Dining,Expense,456.92,INR,UPI,Current Account,Ahmedabad,GJ,India,23.100117,72.611356,Miscellaneous,None,Discretionary,No,No,No,Leisure POS swipe
TXN-109622,CUST-1001,2023-09-13,17:34:57,9,3,2023,37,13,Wednesday,No,Milk,Milk Packets,Purchase at Mother Dairy Cabin - Milk Packets,Mother Dairy Cabin,Milk,Expense,30.19,INR,UPI,Savings Account,Pune,MH,India,18.486375,73.887575,Groceries,None,Essential,No,No,No,Routine purchase
TXN-109623,CUST-1004,2024-12-14,10:20:26,12,4,2024,50,14,Saturday,Yes,Travel,Indigo Flight Booking,Purchase at IndiGo Flight Booking - Indigo Flight Booking,IndiGo Flight Booking,Travel,Expense,53199.78,INR,Net Banking,Current Account,Delhi,DL,India,28.656975,77.067125,Travel,None,Discretionary,No,No,No,Leisure POS swipe
TXN-109624,CUST-1004,2023-02-19,15:48:35,2,1,2023,7,19,Sunday,Yes,Dining,Swiggy Delivery,Purchase at Swiggy Delivery - Swiggy Delivery,Swiggy Delivery,Dining,Expense,4429.08,INR,UPI,Savings Account,Delhi,DL,India,28.656014,77.086673,Miscellaneous,None,Discretionary,No,No,No,Leisure POS swipe
TXN-109625,CUST-1003,2025-06-02,16:14:16,6,2,2025,23,2,Monday,No,Investments,Zerodha Stock Investment,Purchase at Groww Direct Mutual Fund - Zerodha Stock Investment,Groww Direct Mutual Fund,Investments,Expense,35136.74,INR,UPI,Savings Account,Mumbai,MH,India,19.014624,72.87989,Investments & Savings,None,Savings,No,Yes,No,Routine purchase
TXN-109626,CUST-1001,2025-08-28,10:30:00,8,3,2025,35,28,Thursday,No,Mutual Fund SIP,HDFC Index Fund SIP,,Groww Direct Mutual Fund,Financial Services,Expense,5000.0,INR,Net Banking,Savings Account,Pune,MH,India,18.558371,73.830715,Investments & Savings,None,Savings,Yes,Yes,Yes,Monthly mutual fund SIP accumulation
TXN-109627,CUST-1002,2025-11-07,08:19:44,11,4,2025,45,7,Friday,No,Shopping,Amazon India Shopping,Purchase at Flipkart Online Sale - Amazon India Shopping,Flipkart Online Sale,Shopping,Expense,1360.12,INR,UPI,Current Account,Bangalore,KA,India,12.978765,77.568662,Shopping,None,Discretionary,No,No,Yes,Diwali festival spend
TXN-109628,CUST-1004,2024-08-31,21:14:21,8,3,2024,35,31,Saturday,Yes,Mobile Recharge,Jio Prepaid Recharge,Purchase at Jio Prepaid Recharge - Jio Prepaid Recharge,Jio Prepaid Recharge,Mobile Recharge,Expense,1335.3,INR,Credit Card,Credit Card,Delhi,DL,India,28.722205,77.110073,Utilities,None,Discretionary,No,Yes,Yes,Ganesh Chaturthi festival spend
TXN-109629,CUST-1001,2023-11-11,13:48:26,11,4,2023,45,11,Saturday,Yes,Travel,IRCTC Train Booking,Purchase at Ola Cabs Ride - IRCTC Train Booking,Ola Cabs Ride,Travel,Expense,879.72,INR,Net Banking,Savings Account,Pune,MH,India,18.532794,73.849704,Travel,None,Discretionary,No,No,Yes,Diwali festival spend
TXN-109630,CUST-1003,2024-12-01,00:05:00,12,4,2024,48,1,Sunday,Yes,Rent,Apartment Rent,Rent Payment for Apartment - CUST-1003,Local Landlord Deposit,Real Estate,Expense,75000.0,INR,Net Banking,Savings Account,Mumbai,MH,India,19.056591,72.886221,Housing,None,Fixed,Yes,Yes,No,Auto-debit monthly house rent
TXN-109631,CUST-1005,2023-09-04,19:31:16,9,3,2023,36,4,Monday,No,Shopping,Ajio Fashion,Purchase at Reliance Digital Electronics - Ajio Fashion,Reliance Digital Electronics,Shopping,Expense,1533.52,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,22.984389,72.606041,Shopping,None,Discretionary,No,No,Yes,Ganesh Chaturthi festival spend
TXN-109632,CUST-1002,2024-01-21,17:11:28,1,1,2024,3,21,Sunday,Yes,Travel,Indigo Flight Booking,Purchase at Uber India Cab - Indigo Flight Booking,Uber India Cab,Travel,Expense,8293.72,INR,UPI,Current Account,Bangalore,KA,India,13.00746,77.484983,Travel,None,Discretionary,No,No,No,Leisure POS swipe
TXN-109633,CUST-1004,2025-09-02,11:44:22,9,3,2025,36,2,Tuesday,No,Fuel,HP Petrol Pump,Purchase at HP Petrol Station - HP Petrol Pump,HP Petrol Station,Fuel,Expense,4521.14,INR,UPI,Savings Account,Delhi,DL,India,28.748933,77.129871,Transportation,None,Essential,No,Yes,Yes,Ganesh Chaturthi festival spend
TXN-109634,CUST-1002,2024-02-04,21:05:31,2,1,2024,5,4,Sunday,Yes,UPI Payments,Google Pay UPI Transfer,Purchase at Google Pay P2P Transfer - Google Pay UPI Transfer,Google Pay P2P Transfer,UPI Payments,Expense,801.96,INR,Debit Card,Savings Account,Bangalore,KA,India,12.912105,77.598088,Miscellaneous,None,Discretionary,No,No,No,Leisure POS swipe
TXN-109635,CUST-1005,2024-08-17,13:33:03,8,3,2024,33,17,Saturday,Yes,Vegetables,Local Market Vegetables,Purchase at Local Mandi Vendor - Local Market Vegetables,Local Mandi Vendor,Vegetables,Expense,71.11,INR,Cash,Current Account,Ahmedabad,GJ,India,23.004102,72.561233,Groceries,None,Essential,No,No,No,Leisure POS swipe
TXN-109636,CUST-1005,2023-06-07,12:04:32,6,2,2023,23,7,Wednesday,No,Medical,Doctor Consultation,Purchase at Apollo Pharmacy Medicines - Doctor Consultation,Apollo Pharmacy Medicines,Medical,Expense,1280.61,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,23.016481,72.582425,Miscellaneous,None,Essential,No,No,No,Routine purchase
TXN-109637,CUST-1005,2024-04-10,12:04:06,4,2,2024,15,10,Wednesday,No,Food,Coffee Shops,Purchase at Dominos Pizza - Coffee Shops,Dominos Pizza,Food,Expense,95.3,INR,Debit Card,Savings Account,Ahmedabad,GJ,India,23.013974,72.618434,Food & Dining,None,Discretionary,No,No,No,Routine purchase
TXN-109638,CUST-1004,2024-06-14,21:48:19,6,2,2024,24,14,Friday,No,Investment,Crypto Staking Reward,Investment statement credit,Angel One Payout,Investment,Income,22625.49,INR,Net Banking,Savings Account,Delhi,DL,India,28.690448,77.092352,Investments & Savings,Investment,None,No,No,No,Statement payout
TXN-109639,CUST-1002,2024-08-13,09:29:36,8,3,2024,33,13,Tuesday,No,UPI Payments,Google Pay UPI Transfer,Purchase at Google Pay P2P Transfer - Google Pay UPI Transfer,Google Pay P2P Transfer,UPI Payments,Expense,475.03,INR,UPI,Savings Account,Bangalore,KA,India,12.993815,77.629003,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-109640,CUST-1001,2023-05-08,19:18:55,5,2,2023,19,8,Monday,No,Medical,MedPlus Medicine,Purchase at Local Clinic Consultation - MedPlus Medicine,Local Clinic Consultation,Medical,Expense,340.84,INR,UPI,Current Account,Pune,MH,India,18.522076,73.847411,Miscellaneous,None,Essential,No,No,No,Routine purchase
TXN-109641,CUST-1002,2025-01-19,12:01:38,1,1,2025,3,19,Sunday,Yes,Freelancing,Web Development,Freelance project work - Web Development,Direct Consulting Project,Freelancing,Income,29536.41,INR,Net Banking,Savings Account,Bangalore,KA,India,12.909036,77.603593,Income,Freelance,None,No,No,No,Freelance invoice payment
TXN-109642,CUST-1004,2023-09-11,17:07:14,9,3,2023,37,11,Monday,No,Groceries,DMart Groceries,Purchase at BigBasket Online - DMart Groceries,BigBasket Online,Groceries,Expense,5876.98,INR,Debit Card,Savings Account,Delhi,DL,India,28.741367,77.118315,Groceries,None,Essential,No,No,No,Routine purchase
TXN-109643,CUST-1002,2024-12-26,09:00:00,12,4,2024,52,26,Thursday,No,Salary,Tech Corp Salary,Monthly Salary Credit - CUST-1002,Infosys,Employment,Income,150000.0,INR,Net Banking,Savings Account,Bangalore,KA,India,13.030447,77.586227,Income,Primary Job,None,Yes,Yes,Yes,Auto-credited monthly salary payroll
